company,year,sentMails,receivedMails,RelationshipQuotient
real-net.net,2001,\N,125,0
real-net.net,2002,\N,16,0
realenergy.com,2001,\N,7,0
realinkjets.com,2001,\N,1,0
realmoney.com,2000,\N,4,0
realmoney.com,2001,\N,74,0
realmoney.com,2002,\N,3,0
realtor.com,2000,72,\N,0
realtor.com,2001,29,\N,0
reddotsolutions.com,2001,\N,9,0
redmeteor.com,2000,4,\N,0
redseven.de,2001,\N,1,0
redstonecompanies.com,2001,4,\N,0
redstonegrp.com,2000,68,\N,0
reedsmith.com,2000,11,\N,0
reedwasden.com,2000,\N,2,0
reedwasden.com,2001,\N,19,0
reedwasden.com,2002,\N,34,0
reedwasden.local,2002,\N,1,0
referrals.com,2001,\N,15,0
reg.net,2000,\N,3,0
regis.edu,2002,\N,1,0
register.com,2001,\N,10,0
register.com,2002,\N,1,0
registration.go.com,2000,\N,2,0
rei.com,2002,\N,1,0
reis-reports.unitymail.net,2001,\N,5,0
rejuvenation.com,2000,\N,2,0
relaxpc.com,2002,\N,1,0
reliantenergy.com,1999,2,\N,0
relocationpartnership.com,2001,\N,1,0
remedy.com,1999,\N,2,0
reninet.com,2002,\N,1,0
reply.ebay.com,2001,\N,3,0
reply.ebay.com,2002,\N,3,0
reply.iwov.com,2001,\N,1,0
reply.myfamilyinc.com,2001,\N,4,0
reply.phillips.com,2001,\N,6,0
reply.phillips.com,2002,\N,2,0
reply.pm0.net,2002,\N,142,0
reply.thestandard.com,2000,\N,9,0
reply.ussearch.com,2001,\N,6,0
reply.yahoo.com,2000,\N,5,0
reply.yahoo.com,2001,\N,15,0
reply.yahoo.com,2002,\N,5,0
replycentral.com,2001,\N,2,0
republicbeverage.com,2000,3,\N,0
republicbeverage.com,2001,5,\N,0
rer.com,2001,\N,2,0
resdata.com,2001,\N,1,0
resdata.com,2002,\N,2,0
resource-solutions.org,2001,3,\N,0
resources.ca.gov,2001,\N,2,0
response.etracks.com,2001,\N,28,0
response.etracks.com,2002,\N,1,0
response.musicmatch.com,2001,\N,2,0
responsys.com,2001,1,\N,0
restructuringtoday.com,2000,\N,12,0
restructuringtoday.com,2001,\N,18,0
restructuringtoday.com,2002,\N,1,0
retromodern.com,2002,1,\N,0
reuters.com,2002,\N,1,0
reval.com,2001,3,\N,0
reverecopper.com,2001,1,\N,0
review.com,2001,\N,6,0
revx.com,2002,\N,1,0
reweekly.com,2000,2,\N,0
rfc.com,2000,3,\N,0
rfets.gov,2000,2,\N,0
rfets.gov,2001,2,\N,0
rff.org,2002,\N,2,0
rfspectrum.com,2001,\N,3,0
rhargrove.com,2001,\N,1,0
rhm.com.mx,1999,\N,3,0
rhm.com.mx,2000,36,\N,0
rhodes.edu,2002,\N,1,0
rhtubs.com,2001,1,\N,0
riag.com,2002,\N,1,0
rice.com,2001,1,\N,0
rice.edu,1999,6,\N,0
richieunterberger.com,2002,\N,1,0
riddlesandmore.com,2001,\N,24,0
ridgefield.sdr.slb.com,2001,2,\N,0
ridgewoodpower.com,2001,\N,1,0
rightstart.com,2001,\N,2,0
rightstart.com,2002,\N,1,0
rightworks.com,2001,3,\N,0
rightworks.rsvp0.net,2000,\N,2,0
rigzone.com,2001,\N,32,0
rigzone.com,2002,\N,245,0
ripcity.com,2000,\N,9,0
ris.net,2001,5,\N,0
risk.sungard.com,2000,\N,3,0
risk.sungard.com,2001,3,\N,0
riskinc.com,2000,8,\N,0
risklimited.com,1999,4,\N,0
risklimited.com,2000,4,\N,0
risklimited.net,2001,1,\N,0
riskmetrics.com,1999,4,\N,0
riskmetrics.com,2000,\N,6,0
ritz-carlton.com,2000,\N,2,0
riviana.com,2000,4,\N,0
riviana.com,2001,\N,1,0
rka.co.uk,2001,1,\N,0
rlf.com,2000,6,\N,0
rlmnet.com,2000,2,\N,0
rlo-law.com,2001,25,\N,0
rmcv.com,2001,\N,2,0
rmdfw.com,2001,\N,2,0
rmi.net,2000,4,\N,0
rmiinc.com,2000,8,\N,0
rmmlf.org,2001,\N,4,0
rmrwest.com,2000,2,\N,0
rniinc.com,2001,25,\N,0
rnp.org,2002,\N,1,0
roadrunnersports.com,2001,\N,2,0
roberthalf.com,2001,1,\N,0
robertmondavi.com,1999,\N,14,0
robertmondavi.com,2002,\N,2,0
roche.com,2001,39,\N,0
rocketball.com,2000,4,\N,0
rocketball.com,2001,\N,16,0
rocketball.com,2002,\N,6,0
rocketmail.com,2000,\N,7,0
rocketmail.com,2002,\N,4,0
rodgers-ramsey.com,2002,\N,11,0
roe.com,2001,4,\N,0
rogers.com,2001,\N,3,0
rogers.com,2002,\N,1,0
rogroup.com,2000,\N,1,0
rollins.edu,2001,\N,1,0
rollintl.com,2001,3,\N,0
rolls-royceesi.com,2001,3,\N,0
ronarad.com,2001,\N,3,0
rooney-eng.com,2002,\N,1,0
rosses.com,2001,\N,1,0
rotman.utoronto.ca,2001,\N,2,0
roundarch.com,2002,\N,1,0
roundrockisd.org,2001,2,\N,0
router.mail.cornell.edu,2001,1,\N,0
royallepage2.com,2001,3,\N,0
roysterclark.com,2001,5,\N,0
roystonlaw.com,2000,2,\N,0
rpa.state.nj.us,2002,\N,1,0
rpmtec.com,2001,1,\N,0
rps.com,2001,\N,3,0
rpsionline.com,2001,1,\N,0
rr.com,2001,3,\N,0
rr.houston.com,2001,2,\N,0
rrc.state.tx.us,2000,3,\N,0
rrc.state.tx.us,2001,4,\N,0
rrhinvestments.com,1999,\N,6,0
rrhouston.com,2001,1,\N,0
rsco.com,2000,2,\N,0
rsconst.com,2002,\N,1,0
rsmi.com,2001,\N,3,0
rssmb.com,2000,19,\N,0
rt66.com,2001,1,\N,0
rubiconcorporation.com,2001,\N,1,0
ruf.rice.edu,2002,\N,2,0
runbox.com,2001,\N,1,0
ruraltel.net,2001,\N,2,0
russellreynolds.com,2000,4,\N,0
russellreynolds.com,2001,3,\N,0
russellstephens.com,2000,4,\N,0
rutherfordconsulting.com,2000,\N,3,0
rutherfordconsulting.com,2001,\N,2,0
rwd.com,2001,\N,1,0
rwetrading.com,2001,\N,1,0
rwr.com,2000,\N,2,0
rxinet03.walgreens.com,2001,\N,2,0
ryderscott.com,1999,2,\N,0
ryderscott.com,2000,2,\N,0
s-h.com,2001,1,\N,0
s1inc.com,2001,\N,1,0
s2systems.com,2001,1,\N,0
s2u2.com,2000,\N,15,0
s2u2.com,2001,\N,52,0
s2u2.com,2002,\N,4,0
s2u2.com,2004,\N,13,0
sa.pstrategies.com,2000,2,\N,0
sablaw.com,2001,100,\N,0
sac.nelsongroup.com,2000,2,\N,0
saccapital.com,2001,4,\N,0
sacto.craoffice.org,2000,2,\N,0
safetygear.info,2001,\N,1,0
saintanne.org,2001,4,\N,0
saintarnold.com,2000,\N,6,0
saintarnold.com,2002,\N,3,0
sales.turner.com,2001,5,\N,0
salespoint.dealerconnection.com,2001,\N,4,0
salk.edu,2002,\N,1,0
salomonsmithbarney.com,2001,\N,5,0
salus.net,2000,\N,3,0
salvagesale.com,2002,\N,1,0
sambucajazzcafe.com,2001,\N,2,0
samsclub.com,2001,\N,3,0
samumaria.com,2001,\N,1,0
san.osd.mil,2001,\N,1,0
san.rr.com,2002,\N,2,0
sandbox.com,2001,\N,3,0
sandomenico.org,2002,\N,1,0
sangmyung.ac.kr,2001,\N,1,0
sanmarcos.net,2000,4,\N,0
sanwabank.co.jp,2001,\N,3,0
sap.com,2001,\N,1,0
sapient.com,2001,\N,1,0
sapo.pt,2001,\N,3,0
sappi-na.com,2001,\N,2,0
sark.com,2001,\N,2,0
sarofim.com,2002,\N,1,0
sas.com,2000,3,\N,0
sas.upenn.edu,2000,27,\N,0
satake-usa.com,2000,71,\N,0
satake-usa.com,2001,3,\N,0
sath.com,2001,\N,1,0
satx.rr.com,2001,\N,2,0
satx.rr.com,2002,1,\N,0
satyam.net.in,2001,\N,2,0
savebig6.sparklist.com,2002,\N,3,0
savebig7.sparklist.com,2002,\N,1,0
savier.com,2001,1,\N,0
savvion.com,2002,\N,1,0
savvion.info,2002,\N,1,0
sbc.m0.net,2001,\N,1,0
sbccottonbowl.com,2001,\N,1,0
sbcglbal.net,2001,1,\N,0
sbcm.com,2001,1,\N,0
sbinfra.com,2001,2,\N,0
sbot.org,2001,\N,1,0
sbsc.org,2001,\N,6,0
sbsubscriber.com,2001,\N,7,0
sc.com,2000,2,\N,0
sc.siemens.com,1999,6,\N,0
sc.siemens.com,2000,6,\N,0
sc.siemens.com,2001,\N,2,0
scacompanies.com,2001,\N,2,0
scana.com,2000,20,\N,0
scana.com,2001,2,\N,0
scbbs-bo.com,2000,2,\N,0
scdenergy.com,2000,2,\N,0
scdenergy.com,2002,\N,1,0
scenictexas.org,2001,\N,3,0
scfpartners.com,1999,2,\N,0
scgo.com,2000,\N,12,0
scgo.com,2001,\N,1,0
schachtandassociates.com,2002,\N,1,0
schiffhardin.com,1999,2,\N,0
schiffhardin.com,2000,3,\N,0
schlaw.com,1999,4,\N,0
schlaw.com,2000,2,\N,0
schlotzskys.com,2000,2,\N,0
schouston.com,2001,2,\N,0
schunterdon.com,2001,\N,1,0
schunterdon.com,2002,1,\N,0
schwab.com,2002,\N,5,0
schwab.m0.net,2000,\N,6,0
schwab.m0.net,2001,\N,6,0
sci-us.com,2001,17,\N,0
science-finance.fr,2000,\N,3,0
scievents.com,2001,\N,1,0
scm-safety.com,2001,\N,5,0
scmc.org,2002,\N,1,0
scotent.co.uk,2001,\N,1,0
scotia-mcleod.com,2000,\N,4,0
scotia-mcleod.com,2001,6,\N,0
scotiamarkets.com,2000,7,\N,0
scott.af.mil,2001,\N,4,0
scott.gahn,2001,2,\N,0
scottpaul.com,2001,\N,1,0
scottrade.com,2001,\N,1,0
scudderpublishing.com,2002,\N,2,0
sda.uni-bocconi.it,2000,\N,2,0
sdchamber.com,2000,2,\N,0
sdg.com,2000,4,\N,0
sdge.com,2000,20,\N,0
sdge.com,2002,\N,1,0
sdlintl.com,2001,\N,5,0
sdsc.edu,2000,2,\N,0
sdsheriff.org,2002,\N,1,0
se.cuhk.edu.hk,2001,\N,1,0
sea-change.org,2001,\N,2,0
seade.com,2000,\N,6,0
seanet.com,2002,\N,1,0
searchconsultants.com,2001,2,\N,0
seark.net,2001,\N,2,0
sears.com,2001,\N,1,0
seb.se,2000,2,\N,0
seb.se,2002,1,\N,0
seccin.com,1999,2,\N,0
second.org,2001,\N,3,0
secondsitestudio.com,2002,\N,1,0
sedona.net,2000,4,\N,0
seeseattle.org,2002,\N,1,0
sehinc.com,2002,\N,1,0
seiworldwide.com,1999,6,\N,0
sekani.com,2002,\N,1,0
selectenergy.com,2000,2,\N,0
selectsmart.com,2000,\N,3,0
selloffvacations.com,2001,\N,1,0
selway.umt.edu,2002,\N,1,0
seminoleenergy.com,2001,\N,1,0
sempra-intl.com,2001,1,\N,0
sempra-slns.com,2000,8,\N,0
sempra.com,1999,\N,4,0
sen.ca.gov,2000,2,\N,0
send4fun.com,2001,\N,31,0
send4fun.com,2002,\N,1,0
sendoutmail.com,2001,\N,1,0
sensationalbeginnings.net,2002,\N,1,0
senterracorp.com,2001,3,\N,0
serc1.org,1999,12,\N,0
serc1.org,2001,\N,4,0
serc1.org,2002,\N,2,0
server.twistedhumor.com,2001,\N,2,0
server2.mail.virginia.edu,2001,2,\N,0
service.jjill.com,2002,\N,5,0
service.populardemand.com,2001,\N,2,0
service.potterybarn.com,2001,\N,4,0
service.potterybarnkids.com,2001,\N,2,0
service.potterybarnkids.com,2002,\N,2,0
service.williams-sonoma.com,2001,\N,2,0
service.williams-sonoma.com,2002,\N,3,0
setrade.com,2000,4,\N,0
setterleach.com,2002,\N,1,0
seurat.com,2001,\N,1,0
sevicemagic.coopt.com,2002,\N,1,0
sevista.net,2001,\N,1,0
sevista.net,2002,\N,1,0
sewanee.edu,2002,\N,1,0
sf.whitecase.com,2000,14,\N,0
sfa-law.com,2002,\N,1,0
sfaf.org,2002,\N,1,0
sfgate.com,2000,\N,6,0
sfgate.com,2001,\N,2,0
sfo.com,2002,\N,1,0
sfts.edu,2002,\N,1,0
sfx.com,2000,\N,15,0
shagmail.com,2001,\N,22,0
shareholderfraud.net,2002,\N,1,0
sharex.com,2001,\N,1,0
sharperimage.com,2001,\N,16,0
sharperimage.com,2002,\N,2,0
sharperimage.m0.net,2001,\N,3,0
shasta.phys.us.edu,2000,3,\N,0
shawnspage.net,2002,\N,1,0
sheagardner.com,2000,\N,4,0
shearman.com,1999,6,\N,0
shearman.com,2002,1,\N,0
sheckys.com,2002,1,\N,0
shell-gt.com,2001,3,\N,0
shell.ca,2000,5,\N,0
shell.ca,2001,3,\N,0
shell.com,2001,\N,1,0
shellenergy.shell.com,2001,\N,2,0
shellus.com,1999,2,\N,0
shellus.com,2000,65,\N,0
shellus.com,2001,10,\N,0
shelter-products.com,2001,3,\N,0
sheltercorp.com,2000,2,\N,0
sherman.com,2000,2,\N,0
shipco.com,2000,3,\N,0
shockwave.com,2001,\N,5,0
shop2u.com,2000,\N,6,0
shopwolfcamera.com,2000,\N,4,0
shopwolfcamera.com,2001,\N,3,0
showtime.net,2000,\N,3,0
showtime.net,2001,\N,1,0
shrm.org,2001,\N,1,0
shsu.edu,2000,13,\N,0
shutterfly.com,2000,\N,3,0
shutterfly.com,2002,\N,1,0
si.shell.com,2000,12,\N,0
sidley.com,2000,\N,4,0
sidrich.com,2001,\N,1,0
sidrich.com,2002,1,\N,0
sidrichgas.com,2000,10,\N,0
sidrichgas.com,2001,5,\N,0
siebel.com,2000,\N,2,0
siebel.com,2001,\N,2,0
siebel.com,2002,\N,1,0
sieblerhome.fsnet.co.uk,2001,\N,1,0
siemens-emis.com,2002,\N,2,0
sigaba.com,2000,\N,3,0
sigcorpenergy.com,2001,1,\N,0
sigma-consultants.fr,2001,\N,3,0
siliconenergy.com,2001,\N,2,0
siliconvalleypower.com,2001,2,\N,0
simmonsco-intl.com,2000,\N,3,0
simplecom.net,2002,\N,1,0
simplexnet.com,2000,3,\N,0
simplot.com,2001,1,\N,0
simpsonsearch.com,2001,\N,1,0
sims1.rcsntx.swbell.net,2001,\N,16,0
simsfurniture.com,2001,2,\N,0
sin.sita.int,2000,3,\N,0
sina.com,2002,\N,3,0
singnet.com.sg,2001,\N,1,0
sirius.com,2000,6,\N,0
siriusimages.com,2002,\N,1,0
siskiyou.net,2002,\N,1,0
sisna.com,2002,\N,1,0
sisqtel.net,2002,\N,1,0
sisystemsinc.com,2000,3,\N,0
site59.com,2000,\N,4,0
site59.com,2001,2,\N,0
site59.rgc2.net,2001,\N,6,0
site59.rsc03.com,2001,\N,9,0
sitevisions.unitymail.net,2001,\N,9,0
sithe.com,2000,219,\N,0
sithe.com,2001,\N,1,0
sithe.comskhawaja,2000,2,\N,0
situscos.com,2001,4,\N,0
siweb.com,2002,\N,1,0
sixcontinentshotels.com,2002,\N,1,0
sixfootstudios.com,2000,6,\N,0
sj.com,2001,2,\N,0
sjbc.com,2000,28,\N,0
sjindustries.com,2001,7,\N,0
sk-enron.com,2000,3,\N,0
sk-enron.com,2001,2,\N,0
skadden.com,1999,6,\N,0
skcorp.com,2000,9,\N,0
skihomerental.com,2001,2,\N,0
skimoguls.com,2001,\N,3,0
skimoguls.com,2002,\N,2,0
skiparkcityutah.net,2002,\N,1,0
skippingstone.com,2002,\N,10,0
skiving.com,2001,\N,1,0
skpstnhouston.com,2000,\N,6,0
skycastle.net,2002,\N,1,0
skynet.be,2001,\N,1,0
skyradionet.com,2001,\N,1,0
slater-consulting.com,2001,\N,6,0
slaughterandmay.com,2000,8,\N,0
sleh.com,2000,12,\N,0
sleh.com,2001,6,\N,0
slip.net,2000,4,\N,0
slk.com,2000,2,\N,0
slo.net,2000,\N,1,0
sloverandloftus.com,2001,\N,5,0
smartforce.com,2001,\N,2,0
smartmoney.com,2002,\N,1,0
smartmoneylist.com,2001,\N,11,0
smartmoneylist.com,2002,1,\N,0
smartportfolio.com,2000,\N,2,0
smartprice.com,2000,5,\N,0
smartprice.com,2001,1,\N,0
smartreminders.com,2001,\N,126,0
smartreminders.com,2002,\N,3,0
smartstaffpersonnel.com,2002,\N,1,0
smb.com,2002,1,\N,0
smednet.com,2000,91,\N,0
smenergy.com,2001,1,\N,0
smginc.com,2001,\N,2,0
smi-online.co.uk,2001,\N,1,0
smi-online.co.uk,2002,\N,2,0
smig.net,2000,118,\N,0
smileatyou.com,2001,\N,1,0
smipublishing.co.uk,2000,\N,6,0
smipublishing.co.uk,2001,3,\N,0
smith-electric.com,2002,\N,1,0
smith-graham.com,2001,77,\N,0
smith.edu,2002,\N,1,0
smithandkempton.com,2001,2,\N,0
smithfieldfinancial.com,2001,12,\N,0
smklaw.com,2000,9,\N,0
smklaw.com,2001,2,\N,0
smogobx.com,2001,\N,2,0
smrlaw.net,2001,2,\N,0
smtp.quote.com,2002,\N,23,0
smtp2.southwest.com,2001,\N,27,0
smtp2.stanford.edu,2001,\N,1,0
smtpgate.dphe.state.co.us,2001,\N,3,0
smtpgate.salkeiz.k12.or.us,2000,\N,3,0
smud.com,2001,1,\N,0
smud.org,2000,10,\N,0
smud.org,2002,\N,1,0
snapfish.rs88.net,2001,\N,1,0
snet.net,2001,1,\N,0
snhu.edu,2002,\N,1,0
snidey.com,2001,\N,1,0
snl.com,2002,\N,6,0
snopud.com,2000,\N,2,0
snopud.com,2002,\N,3,0
socal.rr.com,2001,2,\N,0
socgen.co.uk,2001,\N,1,0
socgen.com,2000,2,\N,0
sock2002.com,2002,\N,2,0
socrates.berkeley.edu,2000,\N,2,0
socrates.berkeley.edu,2002,\N,1,0
soem.statoilenergy.com,2000,\N,2,0
soes.com,2001,\N,2,0
softcom.ca,2001,\N,5,0
softel.gda.pl,2000,\N,3,0
softrax.com,2000,4,\N,0
softserver.com,2001,\N,3,0
solutioncompany.com,2001,\N,6,0
solvaypaperboard.com,2001,1,\N,0
sommerbarnard.com,2001,2,\N,0
sonat.com,1999,1,\N,0
sonat.net,2001,4,\N,0
sonic.net,2000,2,\N,0
sonic.net,2001,2,\N,0
sonic.net,2002,\N,1,0
sonicfoundry.com,2002,\N,1,0
sonnenschein.com,2000,2,\N,0
sonnenschein.com,2001,1,\N,0
sonypictures.com,2001,3,\N,0
sonyusa.com,2001,\N,3,0
soonersillustrated.com,2001,\N,1,0
sorensen-jolink-trubo.com,2002,\N,1,0
sos-software.de,2002,\N,1,0
sosinet.net,2001,2,\N,0
sotx.org,1999,2,\N,0
soundmediagroup.com,2001,\N,3,0
sourcet.com,2001,1,\N,0
sous.com,2000,63,\N,0
southdown.com,2001,1,\N,0
southernco.com,1999,6,\N,0
southernco.com,2000,2,\N,0
southernenergy.com,2001,1,\N,0
southerngas.org,2001,\N,2,0
southernunion.com,2001,1,\N,0
southernunionco.com,2000,3,\N,0
southernunionco.com,2001,\N,4,0
southstarenergy.com,2001,1,\N,0
southstarrenergy.com,2001,1,\N,0
southtrust.com,2001,\N,1,0
southwestart.com,2001,1,\N,0
southwestern.com,2001,1,\N,0
southwestern.edu,2000,16,\N,0
southwesternpower.com,2002,1,\N,0
sover.net,2002,\N,3,0
sovereignsociety.com,2000,\N,3,0
sp.gap.com,2001,1,\N,0
spa-quest.com,2001,\N,2,0
spacehab.com,2001,\N,1,0
sparesfinder.com,2000,\N,2,0
sparta.rice.edu,2001,\N,1,0
spawar.navy.mil,2000,6,\N,0
spbank.com,2001,7,\N,0
spe.org,2001,\N,1,0
speakeasy.net,2002,\N,3,0
speakout.com,2000,2,\N,0
spebroadcast.org,2002,\N,1,0
spebrodcast.org,2002,\N,1,0
specials.funjet.com,2001,\N,6,0
specials.josbank.com,2001,\N,6,0
specials.ovm.com,2001,\N,2,0
specials.sears.com,2001,\N,11,0
specials.swavacations.com,2001,\N,2,0
specials.swavacations.com,2002,\N,11,0
specsonline.com,2000,\N,2,0
specsonline.com,2001,\N,2,0
spectrongroup.com,2000,7,\N,0
spectrum-tele.com,2001,5,\N,0
spectrumhealth.com,2002,\N,1,0
spedia.net,2001,\N,4,0
speedshore.com,2001,3,\N,0
spegcs.org,2002,\N,2,0
spencerstuart.com,2000,\N,3,0
spencerstuart.com,2002,\N,5,0
spenceschool.org,2000,2,\N,0
spg.0mm.com,2000,\N,2,0
spg.0mm.com,2001,\N,18,0
spg.0mm.com,2002,\N,11,0
spiegelmcd.com,2001,\N,4,0
spilmanlaw.com,2000,14,\N,0
spirentcom.com,2002,\N,1,0
spiretech.com,2001,8,\N,0
sportadvisor.com,2001,\N,1,0
sportadvisors.com,2001,\N,6,0
sportingbetusa.com,2000,\N,9,0
sportsbook.com,2000,\N,6,0
sportsbook.com,2001,\N,2,0
sportscardscenter.com,2001,\N,1,0
sportsline.com,2000,\N,3,0
sportsline.com,2002,\N,11,0
sportslynx.com,2001,\N,4,0
spp.org,2001,\N,1,0
sppc.com,2000,2,\N,0
sppc.com,2002,1,\N,0
sprague.com,2000,8,\N,0
spragueenergy.com,2000,16,\N,0
spragueenergy.com,2001,\N,4,0
spray.no,2001,\N,1,0
spriggs.com,2001,\N,1,0
sprintspectrum.com,2000,3,\N,0
spurr-remac.org,2000,2,\N,0
sric.sri.com,2000,\N,2,0
sric.sri.com,2001,\N,1,0
sriconference.com,2002,\N,4,0
sricrm.com,2001,\N,3,0
srinstitute.com,2002,\N,1,0
srz.com,2001,2,\N,0
ss.ca.gov,2000,2,\N,0
ss.ge.com,2001,4,\N,0
ss.ps.com,2001,4,\N,0
ss.ps.ge,2000,16,\N,0
ss.ps.ge.com,1979,2,\N,0
ssd.com,2000,5,\N,0
ssel.toshiba.co.jp,2001,\N,1,0
ssfrancis.org,2000,12,\N,0
ssfrancis.org,2002,1,\N,0
sshdesign.com,2001,\N,2,0
sshdesign.com,2002,\N,1,0
ssk.com,2001,19,\N,0
ssm.net,2000,\N,3,0
ssoe.com,2000,8,\N,0
sspr.com,2001,\N,1,0
ssprd2.net,2002,\N,3,0
sss-steel.com,2001,4,\N,0
sswlaw.com,2002,\N,1,0
stadacona.ca,2001,\N,4,0
staff.abanet.org,2001,\N,4,0
staff.thespark.com,2001,\N,1,0
staff.vault.com,2000,\N,3,0
staff.vault.com,2001,\N,2,0
staffsource-inc.com,2001,\N,1,0
stagestores.com,2000,3,\N,0
stam.rc.com,2001,4,\N,0
stam.rc.com,2002,\N,1,0
stampede-toyota.com,2001,1,\N,0
standardandpoors.com,2001,\N,7,0
standardatlantic.com,2001,\N,2,0
standardatlantic.com,2002,\N,1,0
standardregister.com,2000,\N,2,0
stanfieldcp.com,2001,\N,1,0
stanford.edu,1979,2,\N,0
stanfordalumni.org,2002,\N,1,0
starfurniture.com,2001,1,\N,0
stargate.net,2000,\N,2,0
starit.com,2000,\N,3,0
starpower.net,2002,\N,1,0
starshaper.com,2002,\N,1,0
start.no,2001,\N,1,0
starwoodhotels.com,2001,1,\N,0
stasco.com,2001,\N,5,0
stat.rice.edu,1999,\N,3,0
stat.ucla.edu,2002,\N,1,0
statcan.ca,2001,1,\N,0
state.co.us,2001,2,\N,0
state.gov,2000,3,\N,0
state.mn.us,2002,\N,1,0
state.nv.us,2001,\N,2,0
state.or.us,2002,\N,4,0
stateoftheworldforum.r-3.net,2000,\N,3,0
stateside.com,2000,6,\N,0
statistik.uni-dortmund.de,2002,\N,2,0
statoil.com,2000,4,\N,0
stc.com,2000,\N,5,0
stcl.edu,2001,\N,1,0
steefel.com,2000,4,\N,0
stehekin.com,2001,\N,1,0
stellarevent.com,2000,34,\N,0
stentor.com,2002,\N,1,0
steps-peace.org,2000,4,\N,0
sterling.com,1999,3,\N,0
sterlingandassociates.com,2001,\N,1,0
sterlingmccalltoyota.com,2000,49,\N,0
sterlingmccalltoyota.com,2001,\N,12,0
sterlingplanet.com,2001,2,\N,0
sternstewart.com,2000,\N,2,0
stevefarthing.com,2002,\N,1,0
stevesvet.com,2002,\N,1,0
stic.net,2001,4,\N,0
stillmeadow.com,2001,\N,1,0
stinson.com,2001,2,\N,0
stmassociates.com,2001,\N,5,0
sto.id.us,2001,5,\N,0
stockbottom.com,2001,\N,2,0
stockfirst.com,2001,\N,12,0
stockfirst.com,2002,\N,3,0
stockgenie.com,2001,\N,2,0
stockgroup.com,2002,\N,1,0
stockscape.com,2001,\N,6,0
stockscape.com,2002,\N,1,0
stockselector.com,2000,\N,36,0
stockselector.com,2001,\N,42,0
stockselector.com,2002,\N,1,0
stoft.com,2001,2,\N,0
stoneage.com,2002,\N,6,0
stoneage.ymc0.net,2001,\N,1,0
stonebond.com,2001,\N,1,0
stonehenge.com,2002,\N,1,0
stones.com,2002,\N,1,0
stoneweb.com,2001,9,\N,0
storaenso.com,2000,3,\N,0
store.epson.com,2002,\N,1,0
store.yahoo.com,2001,\N,3,0
stormsignal.com,2001,\N,2,0
storybookheirlooms.com,2001,\N,4,0
stpaul.com,2001,1,\N,0
stpaul.com,2002,1,\N,0
stpaul.lib.mn.us,2000,9,\N,0
stpaulshouston.org,2001,\N,4,0
stpaulshouston.org,2002,\N,2,0
straminc.com,2001,\N,2,0
strategicenergymgmt.com,2000,2,\N,0
strategos.com,2000,19,\N,0
strategy-business.com,2001,\N,3,0
strategy.com,2001,\N,1,0
streetmail.com,2001,\N,11,0
stsupery.com,2000,\N,4,0
stthom.edu,2000,21,\N,0
stthom.edu,2002,1,\N,0
stuart.k12.nj.us,2002,\N,1,0
stuartenergy.com,2001,\N,2,0
student.hms.harvard.edu,2002,\N,1,0
student.umass.edu,2002,\N,1,0
student.uq.edu.au,2001,\N,1,0
studmail.stcl.edu,2002,2,\N,0
successstories.com,2001,\N,1,0
sudanmail.com,2001,\N,1,0
suelthauswalsh.com,2001,\N,1,0
suffolk.edu,2002,\N,1,0
sugar-land.sl.slb.com,2000,6,\N,0
suma.com,2001,\N,1,0
sumitomobank.com,2001,2,\N,0
summit-cap.com,2001,2,\N,0
summitia.com,2001,\N,2,0
sun.science.wayne.edu,2002,\N,1,0
sunbeach.net,2001,2,\N,0
sundance.org,2002,\N,1,0
sunfinder.com,2001,\N,2,0
sunfinder.com,2002,\N,3,0
sunflower.com,2000,3,\N,0
sunflower.com,2001,\N,1,0
sungard.com,2001,2,\N,0
sungrp.com,2001,\N,1,0
sunlaw.com,2001,4,\N,0
sunnews.infi.net,2000,4,\N,0
sunoil.com,2001,\N,2,0
sunpoint.net,2001,\N,1,0
sunpoint.net,2002,\N,1,0
sunsetimports.com,2001,\N,1,0
sunstatistik4.mathematik.tu-muenchen.de,2001,1,\N,0
sunterra.com,2001,\N,3,0
suntrust.com,2000,4,\N,0
superemailservice.com,2001,\N,2,0
superior-sdc.com,2001,\N,1,0
superiornatgas.com,2002,1,\N,0
superonline.com,2000,4,\N,0
superonline.com,2001,\N,1,0
support.expedia.com,2001,\N,12,0
support.expedia.com,2002,\N,1,0
suretec.com,2001,2,\N,0
surewest.net,2001,\N,2,0
surffree.com,2000,4,\N,0
surfmk.com,2001,\N,2,0
survey.agora.com,2002,\N,1,0
survey66.com,2001,\N,2,0
surveysavvy.com,2001,3,\N,0
surveywriter.com,2001,\N,2,0
susan.mara,2001,2,\N,0
susman.godfrey.com,2001,2,\N,0
susmangodfrey.com,1999,15,\N,0
susmangodrey.com,2001,3,\N,0
sustainableharvest.org,2002,\N,1,0
svdp-edu.org,1999,2,\N,0
svdp.edu,2000,2,\N,0
svdp.edu.org,2000,2,\N,0
svdp.org,2000,2,\N,0
sverige.nu,2001,\N,1,0
svmg.org,2002,\N,1,0
sw.metrocall.com,2001,1,\N,0
swan.ac.uk,2001,\N,2,0
swarthmore.edu,2001,1,\N,0
swarthmore.edu,2002,\N,1,0
swb.net,2001,1,\N,0
swbanktx.com,2000,\N,9,0
swbell.com,2000,6,\N,0
swbell.com,2002,\N,1,0
swbell.net,1999,2,\N,0
